,App,Category,Rating,Reviews,Size,Label,Paid,Price,Last Updated,Adults only 18+,Everyone,Everyone 10+,Mature 17+,Teen,Unrated
6951,BX Mobile TMC for SAP B1,BUSINESS,4.7,3,11000,0,0,0.0,2015-01-20,False,True,False,False,False,False
7046,BZ Fingers,GAME,4.6,15,32000,0,0,0.0,2017-07-05,False,True,False,False,False,False
7033,BZ Reminder,BUSINESS,4.7,41625,54000,2,0,0.0,2017-12-21,False,True,False,False,False,False
7037,BZ Reminder PRO,BUSINESS,4.8,726,54000,0,1,3.99,2017-12-20,False,True,False,False,False,False
7076,BZ Straußenführer,TRAVEL AND LOCAL,4.3,291,14000,1,0,0.0,2016-03-17,False,True,False,False,False,False
7057,BZ Vesper-App,TRAVEL AND LOCAL,4.1,60,13000,0,0,0.0,2015-08-06,False,True,False,False,False,False
7042,BZ Zombie VR,GAME,4.4,12,98000,0,0,0.0,2018-02-07,False,False,False,True,False,False
7041,BZ-Smart,NEWS AND MAGAZINES,4.3,828,82000,1,0,0.0,2017-10-10,False,True,False,False,False,False
5919,Ba Cristi,GAME,3.5,196,35000,1,0,0.0,2016-03-22,False,True,False,False,False,False
5934,Ba Zi Fortune,LIFESTYLE,3.9,592,25000,2,0,0.0,2018-01-02,False,True,False,False,False,False
5920,Ba ba black sheep offline Video,PARENTING,4.2,20,17000,1,0,0.0,2017-07-02,False,True,False,False,False,False
5936,Ba dum tss - Rimshot widget,COMICS,4.1,690,444,1,0,0.0,2015-09-29,False,True,False,False,False,False
6388,Baba Yaad Hai?(BK's),FAMILY,4.8,160,13000,1,0,0.0,2017-03-05,False,True,False,False,False,False
5239,Baby Game Animal Jam Free,GAME,2.8,9,26000,0,0,0.0,2017-03-24,False,True,False,False,False,False
3619,Baby Monitor,PARENTING,4.4,5343,52000,2,0,0.0,2018-03-30,False,True,False,False,False,False
5706,Baby Monitor AV,COMMUNICATION,3.3,1434,95000,2,0,0.0,2014-03-06,False,True,False,False,False,False
6198,Backgammon NJ for Android,GAME,4.4,1644,15000,1,1,7.99,2017-04-05,False,True,False,False,False,False
6184,Background Eraser,PHOTOGRAPHY,4.5,267378,19000,2,0,0.0,2015-07-11,False,True,False,False,False,False
3371,Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,30000,2,0,0.0,2017-08-09,False,False,False,False,True,False
6856,Bacteria Vaginosis,HEALTH AND FITNESS,4.0,4015,77000,2,0,0.0,2017-04-27,False,False,False,True,False,False
6860,Bacterial Vaginosis Symptoms,MEDICAL,4.1,698,24000,2,0,0.0,2015-02-03,False,False,True,False,False,False
4060,Bad Piggies,FAMILY,4.3,1168959,66000,2,0,0.0,2017-05-03,False,True,False,False,False,False
6180,Baldur's Gate: Enhanced Edition,FAMILY,4.5,20101,78000,2,1,9.99,2015-10-02,False,False,False,False,True,False
5950,Banana Kong,GAME,4.4,3452530,68000,2,0,0.0,2018-02-07,False,True,False,False,False,False
4439,Band O'Clock,LIFESTYLE,3.8,1140,746,2,0,0.0,2011-12-03,False,True,False,False,False,False
2359,Banfield Pet Health Tracker,MEDICAL,4.2,1747,59000,2,0,0.0,2016-10-17,False,True,False,False,False,False
2615,Banjo,SOCIAL,4.2,58341,93000,2,0,0.0,2015-07-25,False,True,False,False,False,False
10283,Bank FD Interest Calculator,FINANCE,4.5,166,35000,1,0,0.0,2018-01-07,False,True,False,False,False,False
8127,Bank Of Cyprus,FINANCE,4.1,1514,12000,2,0,0.0,2018-02-14,False,True,False,False,False,False
10312,Banking Calculator,FINANCE,4.5,3704,46000,2,0,0.0,2018-03-20,False,True,False,False,False,False
6650,Bar-B-Q Recipes,FOOD AND DRINK,4.8,18,35000,0,0,0.0,2016-08-15,False,True,False,False,False,False
6646,Bar-B-Q Rib House,FOOD AND DRINK,5.0,2,33000,0,0,0.0,2018-03-08,False,True,False,False,False,False
2049,Barbie Magical Fashion,FAMILY,4.0,328619,15000,2,0,0.0,2017-10-06,False,True,False,False,False,False
10238,Barca News - app for Barcelona FC Fans,SPORTS,4.5,207,45000,1,0,0.0,2017-11-13,False,True,False,False,False,False
10244,Barcelona Calendar,SPORTS,4.4,670,31000,1,0,0.0,2017-11-17,False,True,False,False,False,False
10249,Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38,26000,1,0,0.0,2017-08-17,False,True,False,False,False,False
10243,Barcelona News - Sportfusion,SPORTS,4.4,382,20000,1,0,0.0,2018-03-06,False,True,False,False,False,False
10260,Barcelona Wallpaper HD,PERSONALIZATION,4.5,93,57000,1,0,0.0,2018-02-28,False,True,False,False,False,False
1558,Barcode Scanner,LIBRARIES AND DEMO,4.2,3945,94000,2,0,0.0,2018-01-09,False,True,False,False,False,False
5906,Barista Coffee Dictionary A-Z,LIFESTYLE,4.3,127,55000,1,0,0.0,2016-06-03,False,True,False,False,False,False
9238,Barry EC,TOOLS,4.1,14,38000,0,0,0.0,2017-12-18,False,True,False,False,False,False
6476,Basket Manager 2016 Free,SPORTS,4.3,1879,44000,2,0,0.0,2017-02-09,False,True,False,False,False,False
6491,Basket Manager 2016 Pro,SPORTS,4.5,117,44000,0,1,0.99,2017-02-09,False,True,False,False,False,False
6465,Basket Manager 2017 Free,SPORTS,4.5,2710,48000,2,0,0.0,2017-11-27,False,True,False,False,False,False
6496,Basket Manager 2017 Pro,SPORTS,4.7,163,46000,0,1,0.99,2017-10-06,False,True,False,False,False,False
8574,Basketball Dynasty Manager 16,SPORTS,4.4,426,21000,0,1,1.99,2016-06-01,False,True,False,False,False,False
1498,Bathroom Decorating Ideas,HOUSE AND HOME,4.1,2427,53000,2,0,0.0,2015-03-12,False,True,False,False,False,False
4019,Batmobile™ R/C Controller,FAMILY,3.7,452,30000,2,0,0.0,2018-02-02,False,True,False,False,False,False
6798,Battery Notifier BT Free,TOOLS,4.5,21979,982,2,0,0.0,2017-06-07,False,True,False,False,False,False
6796,Battery Notifier Pro BT,TOOLS,4.7,1363,16000,1,1,2.59,2017-06-07,False,True,False,False,False,False
5495,Battle Gems (AdventureQuest),FAMILY,4.4,48427,0,2,0,0.0,2018-03-31,False,False,True,False,False,False
7763,Battle Result Predictor for CR,TOOLS,4.2,7063,17000,2,0,0.0,2017-02-04,False,True,False,False,False,False
7525,Battle of Zombies: Clans War,FAMILY,4.1,488039,58000,2,0,0.0,2017-11-15,False,False,False,False,True,False
6087,Battlefield™ Companion,GAME,4.0,263907,62000,2,0,0.0,2016-11-01,False,False,True,False,False,False
6252,Battleheart Legacy,FAMILY,4.6,7420,74000,1,1,4.99,2014-11-10,False,False,False,False,True,False
5053,Bazar.af,SHOPPING,4.7,13,13000,0,0,0.0,2017-07-07,False,True,False,False,False,False
3939,Be A Legend: Soccer,SPORTS,3.8,85763,21000,2,0,0.0,2015-08-24,False,True,False,False,False,False
6062,Be Fabulous PHOTO BOOTH,PHOTOGRAPHY,4.1,560,17000,1,0,0.0,2017-02-01,False,True,False,False,False,False
6066,Be Like Bill - Maker,FAMILY,4.3,18,17000,0,0,0.0,2016-01-27,False,True,False,False,False,False
6076,Be Like Bro - Compilation,FAMILY,4.4,146,39000,1,0,0.0,2018-03-30,False,False,False,False,True,False
6057,Be My Love Animated Keyboard,PERSONALIZATION,4.6,838,11000,1,0,0.0,2018-03-30,False,False,False,False,True,False
6064,Be My Princess,FAMILY,4.2,3103,88000,2,0,0.0,2017-09-19,False,False,False,False,True,False
6058,Be My Princess 2,FAMILY,4.3,2806,27000,2,0,0.0,2018-03-20,False,False,False,False,True,False
6053,Be My Princess: PARTY,FAMILY,4.4,9443,21000,2,0,0.0,2016-12-12,False,False,False,False,True,False
6073,Be like Bill Generator,FAMILY,4.2,67,65000,0,0,0.0,2016-01-29,False,False,False,False,True,False
6061,Be like Me - Hay Nhu Toi,PERSONALIZATION,4.3,44,35000,0,0,0.0,2016-05-26,False,False,False,False,True,False
6069,Be the Manager 2016 (football),SPORTS,4.2,4330,61000,2,0,0.0,2017-10-19,False,True,False,False,False,False
6060,Be the Manager 2018 - Football Strategy,SPORTS,4.3,7557,74000,2,0,0.0,2018-03-12,False,True,False,False,False,False
6074,Be you GO Launcher Theme,PERSONALIZATION,4.3,1580,36000,2,0,0.0,2014-11-12,False,True,False,False,False,False
6120,BeFunky Photo Editor Pro,PHOTOGRAPHY,4.5,4724,0,1,1,1.99,2017-08-14,False,True,False,False,False,False
510,BeWild Free Dating & Chat App,DATING,3.4,1999,80000,2,0,0.0,2017-02-03,False,False,False,True,False,False
9467,Beach Head Shooting Assault,GAME,3.8,555,44000,2,0,0.0,2018-03-02,False,False,False,False,True,False
9580,Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15000,2,0,0.0,2018-03-06,False,False,True,False,False,False
10121,Beach Volleyball 3D,SPORTS,4.2,43191,14000,2,0,0.0,2018-01-10,False,True,False,False,False,False
10611,"Beacon Baptist Jupiter, FL",LIFESTYLE,5.0,14,26000,0,0,0.0,2017-10-13,False,True,False,False,False,False
10022,Beard Live Camera Photo Editor,BEAUTY,4.7,900,30000,0,0,0.0,2018-03-25,False,True,False,False,False,False
7207,Beast of Lycan Isle CE,FAMILY,4.1,2683,20000,1,0,0.0,2014-01-23,False,False,True,False,False,False
3404,Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14000,2,0,0.0,2016-10-20,False,True,False,False,False,False
3403,Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14000,2,1,2.49,2016-08-24,False,True,False,False,False,False
117,Beauty Camera - Selfie Camera,BEAUTY,4.0,113715,0,2,0,0.0,2017-08-03,False,True,False,False,False,False
6081,Beauty Idol: Fashion Queen,GAME,4.3,128367,54000,2,0,0.0,2017-10-27,False,True,False,False,False,False
103,Beauty Selfie Camera,BEAUTY,4.2,2225,52000,2,0,0.0,2018-02-28,False,True,False,False,False,False
120,Beauty Tips - Beauty Tips in Sinhala,BEAUTY,4.4,75,42000,1,0,0.0,2017-10-18,False,True,False,False,False,False
1493,Bedroom Decorating Ideas,HOUSE AND HOME,4.0,2382,59000,2,0,0.0,2015-04-07,False,True,False,False,False,False
5150,Bee'ah Employee App,COMMUNICATION,4.0,4,54000,0,0,0.0,2017-12-24,False,False,False,False,True,False
6923,Bell and Wyson Camera BW Pix +,LIFESTYLE,2.0,8,12000,0,0,0.0,2016-11-14,False,True,False,False,False,False
7598,Ben 10: Alien Experience,FAMILY,4.2,82005,45000,2,0,0.0,2017-10-24,False,False,True,False,False,False
10117,Best Auto Call Recorder Free,COMMUNICATION,3.7,7,43000,0,0,0.0,2017-10-02,False,True,False,False,False,False
7309,Best CG views,FAMILY,4.2,4,25000,0,0,0.0,2015-06-24,False,False,False,False,True,False
78,Best Car Wallpapers,AUTO AND VEHICLES,4.5,994,29000,2,0,0.0,2018-03-27,False,True,False,False,False,False
8702,Best DP and Status,SOCIAL,4.2,93,56000,1,0,0.0,2017-11-29,False,False,False,False,True,False
6983,Best Friends Dress Up & Makeup,FAMILY,3.7,7664,44000,2,0,0.0,2015-09-09,False,True,False,False,False,False
7619,Best Park in the Universe,GAME,4.3,3904,55000,1,1,2.99,2014-09-10,False,False,True,False,False,False
3411,Best Wallpapers QHD,PERSONALIZATION,4.4,294701,51000,2,0,0.0,2018-03-17,False,False,False,False,True,False
9369,Betul Ke Bohong Eh?,GAME,4.2,601,64000,2,0,0.0,2015-04-03,False,True,False,False,False,False
6141,Bg TV Online,FAMILY,2.3,50,28000,1,0,0.0,2017-10-21,False,True,False,False,False,False
6189,Bg+ Call Blocker,TOOLS,4.3,80,17000,1,0,0.0,2018-03-20,False,True,False,False,False,False
6232,Bh Public School,FAMILY,5.0,2,87000,0,0,0.0,2018-03-21,False,True,False,False,False,False
7326,Bhuiyan Land Records Chhattisgarh (CG),NEWS AND MAGAZINES,4.5,12,29000,0,0,0.0,2018-02-03,False,True,False,False,False,False
6262,Bi en Línea,FINANCE,4.0,5055,17000,2,0,0.0,2018-03-05,False,True,False,False,False,False
6287,Bi-Tank,GAME,4.6,12,18000,0,0,0.0,2017-07-31,False,True,False,False,False,False
6298,Bible KJV,BOOKS AND REFERENCE,4.5,42729,0,2,0,0.0,2014-11-26,False,True,False,False,False,False
9339,Bible with EGW Comments,BOOKS AND REFERENCE,4.7,3776,12000,2,0,0.0,2018-02-07,False,True,False,False,False,False
4525,Big Q Car Service,MAPS AND NAVIGATION,4.4,75,26000,0,0,0.0,2017-05-15,False,True,False,False,False,False
1232,"BigOven Recipes, Meal Planner, Grocery List & More",FOOD AND DRINK,4.3,31986,76000,2,0,0.0,2017-11-23,False,False,False,False,True,False
8407,Bike Mayhem Free,GAME,4.3,331692,0,2,0,0.0,2018-03-27,False,True,False,False,False,False
8311,Bike Racing 3D,GAME,4.2,951435,14000,2,0,0.0,2018-01-17,False,True,False,False,False,False
6300,Bike Rivals,GAME,4.2,212067,48000,2,0,0.0,2015-07-15,False,True,False,False,False,False
1426,Binaural Beats Therapy,HEALTH AND FITNESS,4.3,13724,0,2,0,0.0,2017-08-17,False,True,False,False,False,False
1538,Bird Sounds & Bird Ringtones for Free 2018,LIBRARIES AND DEMO,4.6,130,12000,1,0,0.0,2018-02-23,False,True,False,False,False,False
1007,Birdays - Birthday reminder,EVENTS,4.5,2153,59000,1,0,0.0,2017-12-14,False,True,False,False,False,False
3363,Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23000,2,0,0.0,2017-09-25,False,False,True,False,False,False
2186,Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37000,2,0,0.0,2013-05-22,False,True,False,False,False,False
6960,Bitcoin & Cryptocurrency - Bx,FINANCE,4.8,11,37000,0,0,0.0,2017-11-28,False,True,False,False,False,False
6945,Bitcoin BX Thailand,FINANCE,3.7,120,31000,1,0,0.0,2017-10-23,False,True,False,False,False,False
6948,Bitcoin BX Thailand PRO,FINANCE,1.7,21,21000,0,1,4.99,2017-10-22,False,True,False,False,False,False
5773,Bits Watch Face,PRODUCTIVITY,4.0,6205,0,2,0,0.0,2018-02-05,False,True,False,False,False,False
6943,Bixby Button Remapper - bxActions Pro / Coffee,TOOLS,3.9,319,25,1,1,2.99,2017-04-28,False,True,False,False,False,False
6396,Bk Usha behn,LIFESTYLE,5.0,10,30000,0,0,0.0,2018-01-14,False,True,False,False,False,False
6397,BkEmu - BK-0010/11M emulator,FAMILY,4.6,222,14000,1,0,0.0,2016-02-07,False,True,False,False,False,False
6900,Black & White Camera - Lovely BW,PHOTOGRAPHY,4.2,329,48000,2,0,0.0,2017-11-13,False,True,False,False,False,False
10075,Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,39000,1,0,0.0,2017-10-03,False,False,False,False,True,False
580,Black White Interracial Dating - Interracial Match,DATING,4.1,537,28000,2,0,0.0,2018-03-29,False,False,False,True,False,False
6925,BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376,55000,2,1,1.49,2018-03-26,False,True,False,False,False,False
6350,BlackJack -21 Casino Card Game,GAME,4.7,2066,25000,2,0,0.0,2018-03-14,False,False,False,False,True,False
6343,Blackjack,GAME,4.3,52199,0,2,0,0.0,2017-05-18,False,False,False,False,True,False
6341,Blackjack Verite Drills,GAME,4.6,17,47000,0,1,14.0,2017-07-09,False,False,False,False,True,False
5241,Blackjack aj Poker,GAME,3.8,8,42000,0,0,0.0,2016-10-19,False,False,False,False,True,False
1550,Blackpink as if it's your last,LIBRARIES AND DEMO,4.7,831,24000,2,0,0.0,2018-02-20,False,True,False,False,False,False
9835,Blagues et Histoires Drôles,FAMILY,3.9,859,53000,2,0,0.0,2017-02-18,False,False,False,False,True,False
7592,Blamburger - Clarence,FAMILY,4.1,30444,27000,2,0,0.0,2015-10-26,False,False,True,False,False,False
6899,BlitzWolf Shutter - BW Shutter,PHOTOGRAPHY,2.9,333,18000,1,0,0.0,2017-11-22,False,True,False,False,False,False
5644,Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46000,2,0,0.0,2016-05-14,False,False,True,False,False,False
4050,Block City Wars + skins export,FAMILY,4.5,762706,28000,2,0,0.0,2018-03-30,False,False,False,False,True,False
1746,Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57000,2,0,0.0,2018-03-05,False,True,False,False,False,False
6167,Block Gun 3D: Call of Destiny,GAME,3.7,31883,20000,2,0,0.0,2017-03-23,False,False,False,False,True,False
10518,Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35000,2,0,0.0,2017-10-09,False,False,False,False,True,False
1883,Block Puzzle,GAME,4.6,59907,78000,2,0,0.0,2018-03-06,False,True,False,False,False,False
2162,Block Puzzle : Night in Egypt,FAMILY,4.4,276,16000,1,0,0.0,2017-09-12,False,True,False,False,False,False
7611,Block Survival Craft:The Story,FAMILY,4.1,7046,87000,2,0,0.0,2017-10-12,False,False,True,False,False,False
2600,Blogger,SOCIAL,3.7,138026,27000,2,0,0.0,2016-02-29,False,False,False,True,False,False
2601,Bloglovin',SOCIAL,3.9,8936,0,2,0,0.0,2017-05-18,False,True,False,False,False,False
9767,Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,246,35000,1,0,0.0,2016-09-23,False,False,False,False,True,False
6621,Blood Pressure - Heartcare,MEDICAL,4.2,70,19000,1,0,0.0,2016-05-27,False,True,False,False,False,False
6608,Blood Pressure Log - bpresso.com,MEDICAL,4.2,5661,0,2,0,0.0,2017-04-19,False,True,False,False,False,False
2525,Blood Pressure Monitor,MEDICAL,4.3,17,60000,1,0,0.0,2017-02-25,False,True,False,False,False,False
6614,Blood Pressure Tracker,MEDICAL,4.0,11,18000,0,0,0.0,2017-11-08,False,True,False,False,False,False
6600,Blood Pressure(BP) Report Lite,MEDICAL,4.0,91,335,1,0,0.0,2012-02-08,False,True,False,False,False,False
6625,Blood pressure,HEALTH AND FITNESS,3.4,2256,16000,2,0,0.0,2014-07-31,False,True,False,False,False,False
6782,Bluetooth Auto Connect,COMMUNICATION,3.9,20829,19000,2,0,0.0,2017-11-17,False,True,False,False,False,False
6791,Bluetooth Control BT->uC FREE,TOOLS,3.8,67,27000,1,0,0.0,2016-06-06,False,True,False,False,False,False
5063,Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,38055,41000,2,0,0.0,2017-06-16,False,True,False,False,False,False
6553,Bo's Bedtime Story,FAMILY,4.2,13,23000,0,1,2.49,2017-12-25,False,True,False,False,False,False
6565,Bo's Dinnertime Story,FAMILY,4.3,6,33000,0,1,2.49,2017-12-25,False,True,False,False,False,False
6570,Bo's School Day,FAMILY,4.7,10,30000,0,1,2.99,2017-12-18,False,True,False,False,False,False
5447,Body scanner (prank),FAMILY,3.3,16063,38000,2,0,0.0,2016-06-02,False,False,False,False,True,False
9959,Bolt - EV Charging Service,AUTO AND VEHICLES,3.0,9,84000,0,0,0.0,2018-03-23,False,True,False,False,False,False
7852,Bomb and Nade Timer for CS:GO,PRODUCTIVITY,2.6,85,60000,0,0,0.0,2016-04-21,False,True,False,False,False,False
6721,BombSquad Remote,GAME,4.1,13304,13000,2,0,0.0,2016-11-30,False,True,False,False,False,False
6640,Bono’s Pit Bar-B-Q,FAMILY,2.3,3,36000,0,0,0.0,2018-01-23,False,False,True,False,False,False
5286,Book of AK-47,LIFESTYLE,3.8,6,34000,0,0,0.0,2016-03-01,False,True,False,False,False,False
3594,BookBaby - Baby Development,PARENTING,4.6,1002,50000,1,0,0.0,2016-08-18,False,True,False,False,False,False
6462,"Borneo Bible, BM Bible",BOOKS AND REFERENCE,4.9,659,50000,1,0,0.0,2017-08-28,False,True,False,False,False,False
6812,Boston University Alumni,FAMILY,1.8,5,52000,0,0,0.0,2017-12-02,False,True,False,False,False,False
8231,Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11000,1,0,0.0,2018-01-19,False,True,False,False,False,False
21,Boys Photo Editor - Six Pack & Men's Suit,ART AND DESIGN,4.1,654,12000,2,0,0.0,2018-03-20,False,True,False,False,False,False
6686,Br Browser,SOCIAL,4.9,29,25000,0,0,0.0,2018-03-20,False,True,False,False,False,False
6682,Br. Parking - Busy road Parking 3D 2018,FAMILY,4.5,41,30000,0,0,0.0,2018-01-13,False,True,False,False,False,False
7469,Brainf*ck Interpreter,FAMILY,4.0,24,19000,0,0,0.0,2016-09-03,False,False,False,True,False,False
5173,Brandon Lakes AH,MEDICAL,2.6,5,27000,0,0,0.0,2017-05-05,False,True,False,False,False,False
9443,Break the Egg,FAMILY,2.6,366,60000,1,0,0.0,2018-01-05,False,True,False,False,False,False
2282,Breathing Zone,MEDICAL,4.6,319,0,0,1,3.99,2018-03-06,False,True,False,False,False,False
8143,Breweries (CZ/SK),LIFESTYLE,4.4,1740,44000,1,0,0.0,2017-07-27,False,False,False,False,True,False
9904,Brexit EU,FAMILY,4.4,7,75000,0,0,0.0,2016-03-10,False,True,False,False,False,False
5028,Brica BPRO5 AE,PHOTOGRAPHY,3.9,4726,39000,2,0,0.0,2015-06-17,False,True,False,False,False,False
5999,Bridge Constructor Playground FREE,FAMILY,3.9,137377,30000,2,0,0.0,2017-04-12,False,True,False,False,False,False
5971,Bridge Constructor Stunts FREE,FAMILY,4.1,36151,46000,2,0,0.0,2017-04-22,False,True,False,False,False,False
4010,Bridge-C - Get More Storage,TOOLS,2.0,24,35000,0,0,0.0,2017-12-29,False,True,False,False,False,False
3298,Brightest Flashlight Free ®,TOOLS,4.7,1335799,38000,2,0,0.0,2017-10-27,False,True,False,False,False,False
1618,Brit + Co,LIFESTYLE,3.9,987,45000,1,0,0.0,2017-08-29,False,True,False,False,False,False
5990,British Columbia License,FAMILY,3.3,14,11000,0,0,0.0,2015-01-19,False,True,False,False,False,False
5988,British Columbia Tourist Places (Guide),TRAVEL AND LOCAL,4.0,1,30000,0,0,0.0,2017-11-08,False,True,False,False,False,False
6767,Bt Notifier -Smartwatch notice,TOOLS,2.8,632,82000,2,0,0.0,2017-05-23,False,True,False,False,False,False
7080,Bubble,TOOLS,4.5,31621,208,2,0,0.0,2011-07-10,False,True,False,False,False,False
2041,Bubble Shooter,FAMILY,4.4,59843,20000,2,0,0.0,2018-01-09,False,True,False,False,False,False
1995,Bubble Shooter Space,GAME,4.2,4355,0,2,0,0.0,2017-07-17,False,True,False,False,False,False
5199,Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,32000,0,0,0.0,2017-11-04,False,True,False,False,False,False
9968,Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52000,2,0,0.0,2017-08-02,False,False,True,False,False,False
10829,Bulgarian French Dictionary Fr,BOOKS AND REFERENCE,4.6,603,74000,1,0,0.0,2016-06-19,False,True,False,False,False,False
10667,Bullet - FN Theme,PERSONALIZATION,3.8,143,240,0,0,0.0,2013-07-31,False,True,False,False,False,False
6716,Bullshit! (Free),GAME,2.4,45,41000,1,0,0.0,2016-08-26,False,False,False,False,True,False
6718,Bullshite!,GAME,2.8,48,13000,1,0,0.0,2016-04-10,False,False,False,False,True,False
8741,Bunny Skater,GAME,4.2,139432,47000,2,0,0.0,2013-11-20,False,True,False,False,False,False
7605,Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21000,2,0,0.0,2017-10-26,False,True,False,False,False,False
9537,Bus Driver 3D: Hill Station,FAMILY,4.3,31705,49000,2,0,0.0,2017-11-06,False,True,False,False,False,False
6004,Business Dictionary,BUSINESS,4.2,5988,0,2,0,0.0,2016-05-16,False,True,False,False,False,False
6279,Business Intelligence & Data,FAMILY,4.9,7,35000,0,0,0.0,2016-07-26,False,True,False,False,False,False
3438,Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13000,2,0,0.0,2017-11-13,False,True,False,False,False,False
6913,Bw Events,EVENTS,4.4,16,17000,0,0,0.0,2016-08-09,False,True,False,False,False,False
6946,Bx Thailand Alert (Bitcoin),FINANCE,4.7,3,82000,0,0,0.0,2018-02-05,False,True,False,False,False,False
6850,Büfe BU,LIFESTYLE,4.1,14,13000,0,0,0.0,2015-10-17,False,True,False,False,False,False
4029,C BOOK-C PROGRAMS,FAMILY,4.8,138,21000,1,0,0.0,2017-09-22,False,True,False,False,False,False
4028,C Examples,FAMILY,4.2,1002,44000,1,0,0.0,2016-08-31,False,True,False,False,False,False
4022,C Functions,FAMILY,4.8,55,15000,0,0,0.0,2015-09-26,False,True,False,False,False,False
7392,C I Patel School,FAMILY,4.1,101,51000,0,0,0.0,2017-03-10,False,True,False,False,False,False
3997,C Locker Pro,PERSONALIZATION,4.2,1531,77000,1,1,2.99,2017-12-05,False,True,False,False,False,False
4002,C Offline Tutorial,BOOKS AND REFERENCE,4.7,88,42000,0,0,0.0,2017-12-08,False,True,False,False,False,False
755,C Programming,EDUCATION,4.3,22251,18000,2,0,0.0,2015-06-28,False,True,False,False,False,False
4001,C Programming Zone,FAMILY,4.6,1218,40000,1,0,0.0,2017-05-13,False,True,False,False,False,False
4021,C Programs Handbook,BOOKS AND REFERENCE,4.0,459,31000,1,0,0.0,2017-11-16,False,True,False,False,False,False
3998,C Programs and Reference,BOOKS AND REFERENCE,4.2,873,25000,1,0,0.0,2014-07-31,False,True,False,False,False,False
4025,C Prowess,FAMILY,4.8,306,33000,0,0,0.0,2017-06-03,False,True,False,False,False,False
8000,C W Browser,COMMUNICATION,4.4,14,17000,0,0,0.0,2017-10-28,False,True,False,False,False,False
754,C++ Programming,EDUCATION,4.3,11904,18000,2,0,0.0,2015-08-22,False,True,False,False,False,False
753,C++ Tutorials,EDUCATION,4.1,358,19000,1,0,0.0,2014-08-21,False,True,False,False,False,False
7831,C.S. Lewis Daily Quotes,LIFESTYLE,4.1,75,11000,1,0,0.0,2018-01-14,False,True,False,False,False,False
3993,C4droid - C/C++ compiler & IDE,FAMILY,4.7,2890,0,1,1,2.99,2017-08-26,False,True,False,False,False,False
7091,CA Auth ID,TOOLS,3.8,39,375,1,0,0.0,2014-10-17,False,False,False,False,True,False
7088,CA Case Management,BUSINESS,2.4,16,52000,0,0,0.0,2016-05-04,False,True,False,False,False,False
7090,CA Clarity Mobile Time Manager,BUSINESS,3.1,104,53000,1,0,0.0,2015-05-14,False,True,False,False,False,False
7095,CA DMV,TOOLS,4.2,5463,60000,2,0,0.0,2017-08-25,False,True,False,False,False,False
7098,CA Laws 2018 (California Laws and Codes),BOOKS AND REFERENCE,3.9,56,38000,0,0,0.0,2018-03-24,False,True,False,False,False,False
7085,CA Mobile OTP,TOOLS,3.3,688,55000,2,0,0.0,2017-09-05,False,True,False,False,False,False
7082,CA Service Management,BUSINESS,3.4,91,83000,1,0,0.0,2018-03-20,False,True,False,False,False,False
7100,CA Speakers,LIFESTYLE,5.0,12,12000,0,1,0.99,2014-03-25,False,False,False,False,True,False
7093,CA Speakers Free,LIFESTYLE,4.8,74,29000,0,0,0.0,2015-09-30,False,False,False,False,True,False
7089,CA UIM Mobile,BUSINESS,3.2,54,77000,0,0,0.0,2016-02-29,False,True,False,False,False,False
6754,CABLE SIZE CALCULATOR BS 7671,TOOLS,3.9,333,11000,2,0,0.0,2016-02-03,False,True,False,False,False,False
9923,CALIOPE EU: Air Quality,HEALTH AND FITNESS,3.9,21,22000,0,0,0.0,2015-10-30,False,True,False,False,False,False
7881,CARDIAC CT TECHNIQUE,MEDICAL,5.0,6,17000,0,0,0.0,2018-03-10,False,True,False,False,False,False
6160,CARS.bg,AUTO AND VEHICLES,4.5,276,17000,2,0,0.0,2017-07-05,False,True,False,False,False,False
4306,CASE K-12 Math English Science,FAMILY,4.6,60,21000,1,0,0.0,2016-05-01,False,True,False,False,False,False
7119,CB Background - Free HD Wallpaper Images,PERSONALIZATION,4.1,4538,33000,2,0,0.0,2018-03-24,False,True,False,False,False,False
7115,CB Bank Mobile Banking,FINANCE,4.5,1308,37000,2,0,0.0,2015-06-08,False,True,False,False,False,False
