,App,Category,Rating,Reviews,Size,Label,Paid,Price,Last Updated,Adults only 18+,Everyone,Everyone 10+,Mature 17+,Teen,Unrated
8000,C W Browser,COMMUNICATION,4.4,14,17000,0,0,0.0,2017-10-28,False,True,False,False,False,False
754,C++ Programming,EDUCATION,4.3,11904,18000,2,0,0.0,2015-08-22,False,True,False,False,False,False
753,C++ Tutorials,EDUCATION,4.1,358,19000,1,0,0.0,2014-08-21,False,True,False,False,False,False
4009,C-SPAN Radio,FAMILY,3.6,608,54000,2,0,0.0,2018-05-17,False,True,False,False,False,False
7831,C.S. Lewis Daily Quotes,LIFESTYLE,4.1,75,11000,1,0,0.0,2018-01-14,False,True,False,False,False,False
3993,C4droid - C/C++ compiler & IDE,FAMILY,4.7,2890,0,1,1,2.99,2017-08-26,False,True,False,False,False,False
7091,CA Auth ID,TOOLS,3.8,39,375,1,0,0.0,2014-10-17,False,False,False,False,True,False
7088,CA Case Management,BUSINESS,2.4,16,52000,0,0,0.0,2016-05-04,False,True,False,False,False,False
7090,CA Clarity Mobile Time Manager,BUSINESS,3.1,104,53000,1,0,0.0,2015-05-14,False,True,False,False,False,False
7095,CA DMV,TOOLS,4.2,5463,60000,2,0,0.0,2017-08-25,False,True,False,False,False,False
7098,CA Laws 2018 (California Laws and Codes),BOOKS AND REFERENCE,3.9,56,38000,0,0,0.0,2018-03-24,False,True,False,False,False,False
7085,CA Mobile OTP,TOOLS,3.3,688,55000,2,0,0.0,2017-09-05,False,True,False,False,False,False
7082,CA Service Management,BUSINESS,3.4,91,83000,1,0,0.0,2018-03-20,False,True,False,False,False,False
7100,CA Speakers,LIFESTYLE,5.0,12,12000,0,1,0.99,2014-03-25,False,False,False,False,True,False
7093,CA Speakers Free,LIFESTYLE,4.8,74,29000,0,0,0.0,2015-09-30,False,False,False,False,True,False
7089,CA UIM Mobile,BUSINESS,3.2,54,77000,0,0,0.0,2016-02-29,False,True,False,False,False,False
7094,CA World '17,PRODUCTIVITY,3.7,7,18000,0,0,0.0,2018-06-10,False,False,False,False,True,False
6754,CABLE SIZE CALCULATOR BS 7671,TOOLS,3.9,333,11000,2,0,0.0,2016-02-03,False,True,False,False,False,False
9923,CALIOPE EU: Air Quality,HEALTH AND FITNESS,3.9,21,22000,0,0,0.0,2015-10-30,False,True,False,False,False,False
5584,CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,448,31000,1,0,0.0,2018-06-08,False,True,False,False,False,False
3978,CARDI B WALLPAPERS,PERSONALIZATION,4.1,8,45000,0,0,0.0,2018-05-21,False,True,False,False,False,False
7881,CARDIAC CT TECHNIQUE,MEDICAL,5.0,6,17000,0,0,0.0,2018-03-10,False,True,False,False,False,False
6160,CARS.bg,AUTO AND VEHICLES,4.5,276,17000,2,0,0.0,2017-07-05,False,True,False,False,False,False
4306,CASE K-12 Math English Science,FAMILY,4.6,60,21000,1,0,0.0,2016-05-01,False,True,False,False,False,False
1056,CASHIER,FINANCE,3.3,335738,0,2,0,0.0,2018-05-03,False,True,False,False,False,False
7119,CB Background - Free HD Wallpaper Images,PERSONALIZATION,4.1,4538,33000,2,0,0.0,2018-03-24,False,True,False,False,False,False
7115,CB Bank Mobile Banking,FINANCE,4.5,1308,37000,2,0,0.0,2015-06-08,False,True,False,False,False,False
7107,CB Frequencies,TOOLS,4.0,5,14000,0,1,0.99,2015-12-24,False,True,False,False,False,False
7104,CB Frequencies FREE!,TOOLS,3.1,364,23000,2,0,0.0,2018-03-02,False,True,False,False,False,False
7126,CB Mobile Access,FINANCE,1.5,57,25000,0,0,0.0,2018-02-26,False,True,False,False,False,False
7144,CB Mobile Biz,FINANCE,1.0,3,84000,0,0,0.0,2016-02-22,False,True,False,False,False,False
7136,CB News,FAMILY,5.0,7,20000,0,0,0.0,2016-09-10,False,True,False,False,False,False
7105,CB On Mobile,COMMUNICATION,4.1,901,323,2,0,0.0,2017-04-26,False,False,False,False,True,False
7109,CB Outdoors,FAMILY,3.8,5,12000,0,0,0.0,2017-05-30,False,True,False,False,False,False
7102,CB Radio Chat - for friends!,COMMUNICATION,4.0,17998,79000,2,0,0.0,2018-03-27,False,False,False,False,True,False
7139,CB Register,FAMILY,5.0,1,56000,0,0,0.0,2018-06-27,False,True,False,False,False,False
7132,CB Trader,FINANCE,4.7,11,22000,0,0,0.0,2018-04-11,False,True,False,False,False,False
7118,CB Underground,LIFESTYLE,3.3,3,74000,0,0,0.0,2015-09-15,False,True,False,False,False,False
7127,CB VIDEO VISION,PHOTOGRAPHY,5.0,13,26000,0,0,0.0,2017-09-12,False,True,False,False,False,False
7112,CB-Mobile Banking,FINANCE,4.5,96,12000,1,0,0.0,2018-06-22,False,True,False,False,False,False
7113,CBRadioTab,TOOLS,3.9,127,15000,1,0,0.0,2017-04-01,False,True,False,False,False,False
3803,CBS News,NEWS AND MAGAZINES,4.3,23641,23000,2,0,0.0,2018-06-29,False,False,True,False,False,False
3017,CBS Sports Fantasy,SPORTS,4.0,43611,27000,2,0,0.0,2018-06-27,False,True,False,False,False,False
2278,CCHT PREP,MEDICAL,3.6,25,266,0,1,10.99,2016-12-08,False,True,False,False,False,False
9095,CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,32000,1,0,0.0,2018-04-27,False,True,False,False,False,False
7164,CD CHOICE TUBE,FAMILY,5.0,10,58000,0,0,0.0,2017-07-23,False,True,False,False,False,False
7150,CD Library,PRODUCTIVITY,3.9,44,33000,1,0,0.0,2017-02-18,False,True,False,False,False,False
7159,CD Ready,BUSINESS,4.6,52,0,0,0,0.0,2017-02-02,False,True,False,False,False,False
7177,CD-Zing,BUSINESS,3.8,70,0,0,0,0.0,2016-10-26,False,True,False,False,False,False
7194,CE Broker,FAMILY,3.7,190,12000,1,0,0.0,2017-03-22,False,True,False,False,False,False
7193,CE Map - Interactive Conan Exiles Map,MAPS AND NAVIGATION,4.5,62,16000,0,1,0.99,2018-06-30,False,True,False,False,False,False
7195,CE Smart,TOOLS,5.0,3,29000,0,0,0.0,2018-05-28,False,True,False,False,False,False
7192,CE on the go,TOOLS,4.4,79,37000,1,0,0.0,2018-02-15,False,True,False,False,False,False
7197,CEHQ - CE Credits for Nurses,FAMILY,4.5,12,40000,0,0,0.0,2018-05-25,False,True,False,False,False,False
7258,CF,FINANCE,5.0,2,20000,0,0,0.0,2016-03-30,False,True,False,False,False,False
7242,CF Appreciation,LIFESTYLE,2.0,11,62000,0,0,0.0,2018-06-12,False,True,False,False,False,False
7253,CF Calculator,LIFESTYLE,3.3,25,47000,0,0,0.0,2015-03-10,False,True,False,False,False,False
7247,CF Chat: Connecting Friends,COMMUNICATION,3.4,5,24000,0,0,0.0,2016-04-27,False,False,False,False,True,False
7254,CF Climb,LIFESTYLE,1.5,2,30000,0,0,0.0,2018-06-07,False,True,False,False,False,False
7261,CF GeneE,MEDICAL,4.3,16,40000,0,0,0.0,2018-05-31,False,True,False,False,False,False
7248,CF Invest,FINANCE,4.4,11,46000,0,0,0.0,2018-02-02,False,True,False,False,False,False
7239,CF Life,FAMILY,5.0,4,83000,0,0,0.0,2018-06-27,False,True,False,False,False,False
7238,CF SHOP!,LIFESTYLE,2.8,88,43000,1,0,0.0,2018-06-30,False,True,False,False,False,False
7260,CF cal,TOOLS,4.3,123,29000,1,0,0.0,2016-02-09,False,True,False,False,False,False
7241,CF-Bench,TOOLS,4.4,2132,103,2,0,0.0,2013-07-03,False,True,False,False,False,False
7237,CF-Bench Pro,TOOLS,4.6,159,29,0,1,1.49,2011-06-23,False,True,False,False,False,False
7236,CF.lumen,TOOLS,4.4,4901,19000,2,0,0.0,2017-02-09,False,True,False,False,False,False
7285,CG - Calendars Add-On,PRODUCTIVITY,3.6,49,23000,0,0,0.0,2015-07-29,False,False,True,False,False,False
7320,CG - Chemistry free,FAMILY,5.0,7,23000,0,0,0.0,2018-05-25,False,True,False,False,False,False
7302,CG BILASPUR CARNIVAL,EVENTS,3.8,59,18000,0,0,0.0,2018-04-11,False,True,False,False,False,False
7319,CG Backgrounds,FAMILY,4.0,8,36000,0,0,0.0,2018-06-19,False,True,False,False,False,False
7282,CG Creative Sets: 2D/3D Artist,NEWS AND MAGAZINES,4.3,117,50000,1,0,0.0,2016-06-22,False,True,False,False,False,False
7284,CG Daily News,NEWS AND MAGAZINES,4.3,65,35000,1,0,0.0,2018-04-29,False,True,False,False,False,False
7300,CG Districts,SOCIAL,3.8,14,0,0,0,0.0,2018-05-03,False,True,False,False,False,False
7307,CG FM,FAMILY,5.0,2,66000,0,0,0.0,2018-01-31,False,True,False,False,False,False
7286,CG Fit Scale,HEALTH AND FITNESS,2.6,13,33000,0,0,0.0,2015-10-13,False,True,False,False,False,False
7297,CG Freelancer,NEWS AND MAGAZINES,4.7,10,23000,0,0,0.0,2014-07-30,False,True,False,False,False,False
7327,CG JOKES - Copy & Share,FAMILY,4.4,31,43000,0,0,0.0,2018-06-03,False,True,False,False,False,False
7292,CG Job Alerts,FAMILY,4.2,116,41000,1,0,0.0,2017-09-11,False,True,False,False,False,False
7323,CG Patwari Exam,FAMILY,3.8,28,41000,0,0,0.0,2017-10-23,False,False,False,False,True,False
7291,CG Prints,PHOTOGRAPHY,5.0,1,23000,0,0,0.0,2017-01-24,False,True,False,False,False,False
7295,CG Samanya Gyan,FAMILY,4.2,145,41000,1,0,0.0,2017-09-12,False,False,False,False,True,False
7314,CG Sanyukt Bharti Pariksha 2018,FAMILY,4.3,14,43000,0,0,0.0,2018-01-10,False,False,False,False,True,False
7316,CG Shikshak,FAMILY,4.4,211,68000,1,0,0.0,2016-07-05,False,True,False,False,False,False
7304,CG Shikshak Mitan,TOOLS,4.1,295,38000,1,0,0.0,2018-03-05,False,True,False,False,False,False
7298,CG Wallpapers,FAMILY,4.5,11,35000,0,0,0.0,2018-06-19,False,False,False,True,False,False
7289,CG Yojna & Jansampark,FAMILY,4.0,54,41000,0,0,0.0,2017-09-12,False,False,False,False,True,False
7362,CH Kadels,BUSINESS,4.4,36,10000,0,0,0.0,2018-03-26,False,True,False,False,False,False
7334,CH info,NEWS AND MAGAZINES,3.9,45,15000,0,0,0.0,2018-02-20,False,True,False,False,False,False
8733,CHRONO TRIGGER (Upgrade Ver.),FAMILY,3.8,11250,63000,2,1,9.99,2018-06-12,False,False,True,False,False,False
7377,CI 174 Gray Icon Pack,PERSONALIZATION,5.0,1,46000,0,1,0.99,2018-05-21,False,True,False,False,False,False
7398,CI Capital - Dynamic,FINANCE,4.8,4,51000,0,0,0.0,2018-05-23,False,True,False,False,False,False
7385,CI Dictionary,FAMILY,4.6,31,32000,0,0,0.0,2015-09-01,False,True,False,False,False,False
7374,CI MOBI,FAMILY,4.3,108,42000,0,0,0.0,2017-10-07,False,True,False,False,False,False
7393,CI Screwed - Icon Pack,PERSONALIZATION,4.7,19,64000,0,0,0.0,2016-06-30,False,True,False,False,False,False
442,CIA - Caller ID & Call Blocker,COMMUNICATION,4.0,60308,0,2,0,0.0,2018-06-22,False,True,False,False,False,False
6227,CINEMA.BH,FAMILY,3.9,11,16000,0,0,0.0,2018-01-30,False,True,False,False,False,False
6705,CJ - BR MEMES,COMICS,4.3,109,35000,1,0,0.0,2018-01-18,False,True,False,False,False,False
7423,CJ Browser - Fast & Private,COMMUNICATION,4.2,5,15000,0,0,0.0,2017-11-07,False,True,False,False,False,False
7420,CJ Camcorder,VIDEO PLAYERS,4.7,3,28000,0,0,0.0,2017-11-26,False,True,False,False,False,False
7427,CJ DVD Rentals,COMMUNICATION,1.0,5,13000,0,0,0.0,2017-10-06,False,True,False,False,False,False
7416,CJ Fallon eBook Reader,FAMILY,1.9,76,14000,0,0,0.0,2014-02-13,False,True,False,False,False,False
7413,CJ Fitness,HEALTH AND FITNESS,2.4,221,43000,1,0,0.0,2018-02-14,False,True,False,False,False,False
7430,CJ Poker Odds Calculator,GAME,4.1,207,116,1,0,0.0,2011-01-30,False,True,False,False,False,False
7426,CJ VLC HD Remote (+ Stream),VIDEO PLAYERS,4.2,4074,13000,2,0,0.0,2013-11-13,False,True,False,False,False,False
7424,CJ WOW SHOP,SHOPPING,4.2,2099,40000,2,0,0.0,2017-12-23,False,True,False,False,False,False
7444,CJ the REALTOR,BUSINESS,5.0,1,42000,0,0,0.0,2017-05-31,False,True,False,False,False,False
7422,CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5.0,5,11000,0,0,0.0,2018-05-30,False,True,False,False,False,False
7435,CJ's Coffee Cafe,TRAVEL AND LOCAL,5.0,6,24000,0,0,0.0,2017-08-21,False,True,False,False,False,False
7414,CJ: Strike Back,GAME,4.3,29330,69000,2,0,0.0,2012-08-17,False,True,False,False,False,False
7478,CK Employee Portal,BUSINESS,5.0,7,15000,0,0,0.0,2017-01-05,False,True,False,False,False,False
7464,CK Eorzea Timepiece,PERSONALIZATION,3.2,8,53000,0,0,0.0,2015-06-05,False,True,False,False,False,False
7471,CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,20000,0,0,0.0,2017-02-03,False,True,False,False,False,False
7483,CK Pharmacies,HEALTH AND FITNESS,2.7,3,94000,0,0,0.0,2018-06-28,False,False,True,False,False,False
7463,CK 初一 十五,LIFESTYLE,4.0,294,153,1,0,0.0,2013-07-03,False,True,False,False,False,False
7473,CK-12 Physics Simulations,FAMILY,4.1,30,24000,0,0,0.0,2018-04-18,False,True,False,False,False,False
7462,CK-12: Practice Math & Science,FAMILY,4.2,562,20000,1,0,0.0,2017-12-21,False,True,False,False,False,False
7474,CKZ ORIGINS,GAME,4.5,219821,10000,2,0,0.0,2013-10-28,False,False,False,True,False,False
7512,CL Clock,BUSINESS,2.7,7,13000,0,0,0.0,2016-07-22,False,True,False,False,False,False
7514,CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5.0,24,32000,0,0,0.0,2018-06-13,False,True,False,False,False,False
7517,CL Notifier,TOOLS,5.0,36,32000,0,0,0.0,2017-08-02,False,False,False,False,True,False
7527,CL Pebble Apps,LIFESTYLE,3.6,67,499,0,0,0.0,2015-12-23,False,True,False,False,False,False
7500,CL Pro App for Craigslist,SHOPPING,4.0,119,13000,1,0,0.0,2017-07-01,False,True,False,False,False,False
7507,CL Pro Client for Craigslist,SHOPPING,3.6,48,22000,0,0,0.0,2016-09-10,False,True,False,False,False,False
7506,CL REPL,TOOLS,5.0,47,17000,0,0,0.0,2018-04-10,False,True,False,False,False,False
7499,"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61,63000,0,0,0.0,2017-09-14,False,True,False,False,False,False
7534,CL Strength,HEALTH AND FITNESS,5.0,3,40000,0,0,0.0,2018-06-27,False,True,False,False,False,False
7535,CL-App,MEDICAL,4.7,6,52000,0,0,0.0,2017-02-17,False,True,False,False,False,False
7523,CL-Phlebotomist,MEDICAL,4.7,19,73000,0,0,0.0,2018-06-16,False,True,False,False,False,False
7546,CM AppLock,TOOLS,4.1,843,36000,2,0,0.0,2016-02-25,False,True,False,False,False,False
7545,CM Apps,TOOLS,3.8,3341,19000,2,0,0.0,2016-04-17,False,True,False,False,False,False
3513,CM FILE MANAGER HD,PRODUCTIVITY,4.3,144879,0,2,0,0.0,2016-01-24,False,True,False,False,False,False
7578,CM FILE MANAGER Pro,BUSINESS,4.2,2359,27000,1,1,2.99,2016-02-16,False,True,False,False,False,False
3293,"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,18000,2,0,0.0,2018-05-25,False,True,False,False,False,False
7538,CM Launcher 3D Pro💎,PERSONALIZATION,4.7,23802,173,2,1,4.99,2016-11-17,False,True,False,False,False,False
7549,CM Launcher Default Theme,PERSONALIZATION,4.5,3989,11000,2,0,0.0,2015-09-11,False,True,False,False,False,False
7569,CM S Pen Add-on(ROOT),TOOLS,3.6,373,122,1,0,0.0,2017-02-24,False,True,False,False,False,False
7558,CM Secure Browser (Authorized),TOOLS,4.2,1147,27000,2,0,0.0,2017-10-02,False,True,False,False,False,False
7542,CM Security Lite - Antivirus,TOOLS,4.6,262076,12000,2,0,0.0,2018-01-04,False,True,False,False,False,False
7541,"CM Security Open VPN - Free, fast unlimited proxy",TOOLS,4.6,85496,58000,2,0,0.0,2018-02-14,False,True,False,False,False,False
7543,CM Transfer - Share any files with friends nearby,COMMUNICATION,4.6,71740,58000,2,0,0.0,2018-06-27,False,True,False,False,False,False
7623,CN Resident,FAMILY,5.0,1,64000,0,0,0.0,2017-05-22,False,True,False,False,False,False
7587,CN Sayin' - Cartoon Network,FAMILY,4.5,85,25000,1,0,0.0,2018-03-27,False,True,False,False,False,False
7583,CN Summer Challenge,FAMILY,3.7,985,49000,2,0,0.0,2018-05-24,False,True,False,False,False,False
7585,CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41000,2,1,2.99,2018-05-24,False,True,False,False,False,False
10174,CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71000,0,0,0.0,2017-06-06,False,False,False,False,True,False
7487,CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13000,2,0,0.0,2011-12-01,False,False,False,False,True,False
7467,CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13000,2,0,0.0,2013-07-01,False,False,False,True,False,False
7709,CP Brown English-Telugu Dictionary,FAMILY,4.4,8,68000,0,0,0.0,2017-11-10,False,True,False,False,False,False
7688,CP Calculator,FAMILY,4.1,187,29000,1,0,0.0,2016-09-13,False,True,False,False,False,False
7705,CP Calculator - Poke Go Calc,FAMILY,4.1,7,22000,0,0,0.0,2016-09-17,False,True,False,False,False,False
7673,CP Channel,FAMILY,4.6,7,12000,0,0,0.0,2018-03-21,False,False,True,False,False,False
7674,CP Clicker,LIFESTYLE,4.2,251,50000,1,0,0.0,2018-03-22,False,True,False,False,False,False
7676,CP Creepypasta,FAMILY,3.8,128,29000,1,0,0.0,2016-07-11,False,False,False,False,True,False
7670,CP Dialer,SOCIAL,4.3,64,33000,1,0,0.0,2018-03-22,False,False,False,False,True,False
7671,CP Federal Mobile,FINANCE,3.6,180,35000,1,0,0.0,2017-10-06,False,True,False,False,False,False
7684,CP HAPPS - Pittsburgh Events,LIFESTYLE,3.8,85,56000,0,0,0.0,2015-03-06,False,False,False,False,True,False
7687,CP Plus Showcase,BUSINESS,4.3,236,70000,1,0,0.0,2018-03-09,False,True,False,False,False,False
7680,CP RACING 2 FREE,FAMILY,4.0,4607,19000,2,0,0.0,2018-03-12,False,True,False,False,False,False
7699,CP Ready,BUSINESS,4.5,56,0,0,0,0.0,2018-03-05,False,True,False,False,False,False
7700,CP Surprise,LIFESTYLE,3.8,2548,49000,2,0,0.0,2018-01-30,False,True,False,False,False,False
7682,CP ToolBox,BUSINESS,4.6,70,14000,0,0,0.0,2015-02-11,False,True,False,False,False,False
7711,CP evolution calculator Pokemo,FAMILY,4.1,78,787,1,0,0.0,2017-02-26,False,True,False,False,False,False
4822,CPU-Z,TOOLS,4.5,295430,14000,2,0,0.0,2018-04-17,False,True,False,False,False,False
7717,CQ,NEWS AND MAGAZINES,3.7,7,34000,0,0,0.0,2018-05-18,False,False,True,False,False,False
7731,CQ ESPM,BUSINESS,5.0,2,34000,0,0,0.0,2017-06-03,False,True,False,False,False,False
7727,CQ: Lost In Transmission,GAME,4.2,4,61000,0,0,0.0,2018-05-13,False,True,False,False,False,False
7788,CR Best Decks,FAMILY,3.5,34,30000,0,0,0.0,2017-07-05,False,True,False,False,False,False
7771,CR Blue Icon Pack,PERSONALIZATION,4.5,323,38000,1,0,0.0,2014-12-04,False,True,False,False,False,False
7782,CR Calculator,TOOLS,4.3,297,28000,1,0,0.0,2018-01-27,False,True,False,False,False,False
7789,CR Family,FAMILY,2.3,10,52000,0,0,0.0,2017-02-08,False,True,False,False,False,False
7785,"CR Fans: Mazos, Clanes y Grupos",FAMILY,4.3,219,43000,0,0,0.0,2017-12-21,False,True,False,False,False,False
7806,CR Magazine,BUSINESS,1.0,1,78000,0,0,0.0,2014-07-23,False,True,False,False,False,False
7805,CR Tracker for Chests,TOOLS,5.0,6,45000,0,0,0.0,2018-06-05,False,True,False,False,False,False
7793,CR-Red,PERSONALIZATION,4.5,561,41000,1,0,0.0,2014-12-04,False,True,False,False,False,False
7801,CR-V Service Manual,AUTO AND VEHICLES,4.2,12,88000,0,0,0.0,2018-02-19,False,True,False,False,False,False
7842,CS & IT Interview Questions,FAMILY,5.0,43,33000,0,0,0.0,2018-03-27,False,True,False,False,False,False
7839,CS Browser Beta,COMMUNICATION,4.3,125,53000,0,0,0.0,2017-10-16,False,True,False,False,False,False
7835,CS Browser | #1 & BEST BROWSER,COMMUNICATION,3.8,52,21000,0,0,0.0,2015-08-28,False,True,False,False,False,False
7814,CS Customizer,COMMUNICATION,3.7,25,37000,0,0,0.0,2017-02-06,False,True,False,False,False,False
7821,CS Guns Shoot,FAMILY,3.7,433,0,1,0,0.0,2013-08-01,False,False,False,False,True,False
7826,CS Interview FAQs,FAMILY,4.3,99,11000,1,0,0.0,2013-02-11,False,True,False,False,False,False
7823,CS Interview Questions (TechQ),FAMILY,4.8,33,67000,0,0,0.0,2017-01-27,False,True,False,False,False,False
7816,CS-Touch,FAMILY,3.9,337,22000,1,0,0.0,2018-05-11,False,True,False,False,False,False
7834,CS16Client,GAME,4.3,8668,91000,2,0,0.0,2017-04-01,False,False,False,False,True,False
6201,CSCS BG (в български),FAMILY,2.4,7,21000,0,1,3.99,2017-03-23,False,True,False,False,False,False
7868,CT - DTC Lookup,TOOLS,4.1,41,986,1,0,0.0,2013-07-26,False,True,False,False,False,False
7864,CT Abdomen,FAMILY,4.3,7,62000,0,0,0.0,2017-02-21,False,True,False,False,False,False
7859,CT Abdomen Pelvis,MEDICAL,4.0,36,36000,1,0,0.0,2018-01-20,False,True,False,False,False,False
7872,CT Cervical Spine,MEDICAL,5.0,5,17000,0,0,0.0,2018-01-20,False,True,False,False,False,False
7896,CT Checkout,FINANCE,5.0,1,84000,0,0,0.0,2017-04-20,False,True,False,False,False,False
7876,CT Lottery,FAMILY,3.8,271,83000,1,0,0.0,2017-06-12,False,False,False,False,True,False
7875,CT MyChiroTown Mobile,MEDICAL,3.9,40,40000,0,0,0.0,2015-07-07,False,True,False,False,False,False
7860,CT Neck,MEDICAL,4.4,7,89000,0,0,0.0,2018-01-20,False,True,False,False,False,False
7871,CT POSITIONING,MEDICAL,4.5,18,93000,0,0,0.0,2018-03-10,False,True,False,False,False,False
7863,CT Prepares,NEWS AND MAGAZINES,2.6,13,43000,0,0,0.0,2016-11-01,False,True,False,False,False,False
7861,CT Scan Generations,FAMILY,4.7,6,51000,0,0,0.0,2018-04-01,False,True,False,False,False,False
7857,CT Scan Viewer 3D,MEDICAL,4.2,6,29000,0,0,0.0,2018-06-20,False,True,False,False,False,False
7867,CT Sessions,MEDICAL,4.3,62,20000,0,0,0.0,2014-12-15,False,True,False,False,False,False
7889,CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,4.8,8191,0,2,0,0.0,2018-05-22,False,True,False,False,False,False
7866,CT-Guide & Positioning,FAMILY,3.7,6,78000,0,0,0.0,2018-06-06,False,True,False,False,False,False
7887,CT-REMOTE,GAME,3.3,19,16000,0,1,4.49,2015-02-10,False,True,False,False,False,False
7890,CT-Stream Player,FAMILY,3.9,84,11000,1,0,0.0,2016-11-21,False,True,False,False,False,False
4118,CTRL-F - Search the real world,PRODUCTIVITY,4.4,607,37000,1,0,0.0,2016-07-24,False,True,False,False,False,False
7910,CU SoCal Mobile Banking,FINANCE,4.0,253,25000,1,0,0.0,2018-05-02,False,True,False,False,False,False
7903,CU of Colorado Mobile Banking,FINANCE,4.0,347,25000,1,0,0.0,2018-02-06,False,True,False,False,False,False
7902,"CU: UPI Payments, Chat & Call",FINANCE,4.3,693,32000,2,0,0.0,2018-05-03,False,False,False,False,True,False
7965,CV Builder,BUSINESS,3.8,203,59000,1,0,0.0,2016-09-30,False,True,False,False,False,False
7977,CV Builder for Smart Resumes,BUSINESS,3.4,22,41000,0,0,0.0,2017-05-23,False,True,False,False,False,False
7973,CV Creator,FAMILY,4.4,31,83000,1,0,0.0,2018-01-08,False,True,False,False,False,False
7956,CV EXAMPLES,BUSINESS,4.1,423,20000,2,0,0.0,2018-06-07,False,True,False,False,False,False
7941,CV Engineer - Free Resume Maker & CV Templates,BUSINESS,4.6,213,38000,1,0,0.0,2018-04-11,False,True,False,False,False,False
7950,CV Formats 2018,FAMILY,4.3,374,26000,2,0,0.0,2017-10-09,False,True,False,False,False,False
7975,CV Maker,PERSONALIZATION,3.2,114,30000,1,0,0.0,2016-03-18,False,True,False,False,False,False
7951,CV Maker Pro,BUSINESS,3.7,113,86000,1,0,0.0,2018-06-09,False,True,False,False,False,False
7972,CV Maker for Job Applications:Photo Resume Builder,TOOLS,4.0,114,25000,1,0,0.0,2018-06-09,False,True,False,False,False,False
7949,CV S ( CV Editor - Resume ),BUSINESS,4.5,3972,56000,2,0,0.0,2018-06-25,False,False,False,False,True,False
7980,CV Samples 2018,BUSINESS,4.3,34,26000,1,0,0.0,2017-10-10,False,True,False,False,False,False
7970,CV Templates 2018,FAMILY,4.0,13,26000,0,0,0.0,2017-10-09,False,True,False,False,False,False
7969,CV maker for Job Applications and Resume Maker,TOOLS,4.2,75,25000,1,0,0.0,2018-01-31,False,True,False,False,False,False
7978,CV-RECORD Pro,COMMUNICATION,2.3,42,60000,0,1,0.99,2017-01-12,False,True,False,False,False,False
9887,CVRIA,BUSINESS,4.7,68,35000,1,0,0.0,2017-05-11,False,True,False,False,False,False
7997,CW Beacon for Ham Radio,COMMUNICATION,4.8,10,516,0,1,1.49,2015-01-22,False,True,False,False,False,False
8025,CW Deposit,BUSINESS,3.0,4,498,0,0,0.0,2014-02-06,False,True,False,False,False,False
8023,CW Nuclear,BOOKS AND REFERENCE,3.3,15,12000,0,0,0.0,2017-11-17,False,True,False,False,False,False
8003,CW Studio ®,COMMUNICATION,3.8,9,780,0,1,0.99,2015-05-19,False,True,False,False,False,False
7990,CW TV,NEWS AND MAGAZINES,1.7,367,61000,1,0,0.0,2018-03-02,False,True,False,False,False,False
8047,CX North America,BUSINESS,3.9,10,55000,0,0,0.0,2018-03-14,False,True,False,False,False,False
8064,CX Ram Booster,TOOLS,3.9,12,25000,0,0,0.0,2017-06-02,False,True,False,False,False,False
8053,CX watcher,FAMILY,4.5,4,30000,0,0,0.0,2018-06-21,False,True,False,False,False,False
8048,CX-10DS,FAMILY,3.4,12,11000,0,0,0.0,2017-09-15,False,True,False,False,False,False
8037,CX-10WiFi,FAMILY,4.0,1419,12000,2,0,0.0,2017-10-25,False,True,False,False,False,False
8040,CX-17WIFI,FAMILY,4.3,49,66000,1,0,0.0,2018-03-21,False,True,False,False,False,False
8049,CX-37,FAMILY,3.9,13,12000,0,0,0.0,2016-05-30,False,True,False,False,False,False
8059,CX-40,FAMILY,3.0,2,33000,0,0,0.0,2017-12-14,False,True,False,False,False,False
8045,CX-60,FAMILY,3.1,19,94000,0,0,0.0,2017-05-09,False,True,False,False,False,False
8038,CX-OF,FAMILY,4.2,18,37000,0,0,0.0,2018-01-31,False,True,False,False,False,False
8044,CX-WiFi720P,FAMILY,3.1,47,55000,1,0,0.0,2015-11-14,False,True,False,False,False,False
8052,CX_WiFiUFO,SPORTS,3.7,818,53000,2,0,0.0,2016-06-08,False,True,False,False,False,False
8071,CXmodel-ufo,FAMILY,3.8,19,12000,0,0,0.0,2017-01-19,False,True,False,False,False,False
8108,CY Digital Net,SHOPPING,4.7,3,58000,0,0,0.0,2017-08-01,False,True,False,False,False,False
8083,CY Security Antivirus Cleaner,PRODUCTIVITY,4.5,75140,0,2,0,0.0,2018-01-02,False,True,False,False,False,False
8092,CY.SEND Online Top Up,FINANCE,3.2,191,10000,1,0,0.0,2018-01-25,False,True,False,False,False,False
